road_length,road_length_km,lanes,maxspeed,oneway,avg_accident_hour,avg_temperature,peak_hour_ratio,weekend_ratio,traffic_signal_ratio,festival_ratio,traffic_signal_ratio,"road_type_['residential', 'unclassified']",road_type_living_street,road_type_motorway,road_type_motorway_link,road_type_primary,road_type_primary_link,road_type_residential,road_type_secondary,road_type_tertiary,road_type_tertiary_link,road_type_trunk,road_type_trunk_link,road_type_unclassified,weather_clear,weather_fog,weather_rain,weather_unknown,traffic_high,traffic_low,traffic_medium,traffic_unknown,cause_distraction,cause_drunk driving,cause_overspeeding,cause_poor road,cause_unknown,cause_weather,risk_level,risk_score
30.758238476097706,0.030758238476097707,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
29.274633052952275,0.029274633052952276,2.0,40.0,0,16.5,31.0,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,High,73.73937677053824
90.07105241493555,0.09007105241493556,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
32.401017278974784,0.032401017278974785,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
104.60522045739457,0.10460522045739457,2.0,40.0,0,10.0,18.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Medium,33.9943342776204
277.22871054711646,0.27722871054711645,2.0,40.0,1,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,High,56.57223796033995
48.75190541999966,0.04875190541999966,2.0,40.0,0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,Medium,41.1614730878187
3.8741940336833234,0.0038741940336833236,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
32.292069621351374,0.03229206962135137,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
78.58209910049383,0.07858209910049384,2.0,40.0,0,7.5,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Critical,88.45136921624174
63.56435826194249,0.06356435826194248,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
845.1714591106119,0.8451714591106119,2.0,40.0,1,9.0,36.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,High,57.80925401322001
37.816681963833005,0.037816681963833004,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
63.06421946567366,0.06306421946567366,2.0,40.0,0,14.0,39.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Medium,44.68366383380548
96.55167586488932,0.09655167586488932,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
306.3967020639056,0.30639670206390557,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
1205.418277406312,1.205418277406312,2.0,40.0,0,12.0,23.5,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Critical,82.46458923512749
23.753305700972284,0.023753305700972283,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
41.41949089476824,0.041419490894768235,2.0,40.0,0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,High,68.60245514636449
18.37050687890389,0.01837050687890389,2.0,50.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
19.559380871214223,0.019559380871214224,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
10.350369809997634,0.010350369809997635,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
336.9919441007937,0.3369919441007937,2.0,40.0,0,6.0,22.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Medium,44.68366383380548
35.56624539344892,0.03556624539344892,2.0,40.0,0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Medium,49.405099150141645
157.8927363768875,0.1578927363768875,2.0,40.0,0,2.0,16.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Medium,44.68366383380548
59.98634709789608,0.05998634709789608,2.0,40.0,0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Medium,49.405099150141645
78.42547014065829,0.07842547014065829,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
48.75190541999966,0.04875190541999966,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
68.03811549252781,0.0680381154925278,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
69.84567741071024,0.06984567741071024,2.0,40.0,0,18.0,31.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Medium,33.9943342776204
114.12711290140564,0.11412711290140563,2.0,40.0,0,23.0,38.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,High,53.56940509915015
67.08284685362432,0.06708284685362431,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
647.5312513924127,0.6475312513924127,2.0,40.0,0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Critical,84.81586402266291
67.58840451159017,0.06758840451159016,2.0,40.0,0,11.0,40.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium,44.68366383380548
183.87415379533235,0.18387415379533234,2.0,40.0,0,17.0,38.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,High,68.60245514636449
51.43001658786044,0.05143001658786044,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
46.45653972428802,0.046456539724288023,2.0,40.0,1,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
169.75498989614547,0.1697549898961455,2.0,40.0,0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,High,68.60245514636449
38.08857161120712,0.03808857161120712,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
46.68879684134972,0.046688796841349724,2.0,40.0,0,10.0,27.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,High,68.60245514636449
39.63356615594056,0.039633566155940554,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
146.13518283743122,0.1461351828374312,2.0,40.0,0,21.0,37.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Medium,33.9943342776204
39.62216858623295,0.03962216858623295,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
23.15316145593265,0.02315316145593265,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
63.583818221867965,0.06358381822186797,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
42.78689757290459,0.042786897572904596,2.0,40.0,0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Medium,38.1586402266289
42.753302403786606,0.04275330240378661,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
40.37239778719277,0.04037239778719277,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
23.779844871800435,0.023779844871800435,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
324.03224993122626,0.32403224993122626,2.0,40.0,0,10.0,38.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Medium,41.1614730878187
191.508656777922,0.191508656777922,2.0,40.0,0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Medium,29.27289896128424
68.658688921917,0.06865868892191701,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
101.21645010779127,0.10121645010779128,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
106.88827405531951,0.10688827405531952,2.0,40.0,0,12.0,27.0,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Critical,91.58640226628896
33.42760950210307,0.033427609502103064,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
76.40214866750266,0.07640214866750265,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
33.13138284135626,0.03313138284135626,2.0,40.0,0,18.0,20.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Medium,29.27289896128424
38.34727976216792,0.038347279762167924,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
48.29333635832385,0.04829333635832385,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
28.44506753079551,0.02844506753079551,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
35.94108150216034,0.035941081502160334,2.0,40.0,0,15.0,17.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Medium,44.68366383380548
38.4065490390083,0.038406549039008295,2.0,40.0,0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,High,56.57223796033995
358.1983370414652,0.3581983370414652,2.0,30.0,0,2.0,32.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Medium,49.405099150141645
221.0302199169633,0.22103021991696328,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
143.46321104920216,0.14346321104920215,2.0,40.0,0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Medium,33.9943342776204
65.52900002656223,0.06552900002656223,2.0,40.0,0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Medium,44.68366383380548
32.92615361227942,0.03292615361227942,2.0,40.0,0,18.0,33.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Medium,41.1614730878187
155.7846743055879,0.1557846743055879,2.0,40.0,0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Medium,33.9943342776204
29.79350733658582,0.02979350733658582,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
23.95726200808718,0.02395726200808718,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
91.58283820989112,0.09158283820989112,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
23.487194603536743,0.023487194603536744,2.0,40.0,0,11.909090909090908,24.272727272727273,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Critical,96.74220963172806
32.50210360823091,0.03250210360823091,2.0,40.0,0,21.0,19.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,High,53.56940509915015
40.34664308878564,0.04034664308878564,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
26.659927621698667,0.026659927621698668,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
126.97846509114684,0.12697846509114685,2.0,40.0,0,14.0,25.666666666666668,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Critical,81.65250236071766
244.7079337763882,0.2447079337763882,2.0,40.0,0,13.225,26.925,0.15,0.325,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Critical,99.43342776203968
82.9797706546538,0.08297977065465381,2.0,40.0,0,6.0,27.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,High,53.56940509915015
27.101728126519248,0.02710172812651925,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
78.93848581782835,0.07893848581782835,2.0,40.0,0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,High,57.80925401322001
30.91394828456396,0.030913948284563963,2.0,40.0,0,18.0,29.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,High,67.12936732766761
63.53498139444618,0.06353498139444617,2.0,40.0,0,10.0,37.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Medium,41.1614730878187
33.12582843877059,0.03312582843877059,2.0,40.0,0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Medium,44.78753541076488
234.80473260771072,0.23480473260771073,2.0,40.0,0,6.0,39.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Medium,29.27289896128424
308.913228510602,0.308913228510602,2.0,40.0,0,8.0,24.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Medium,44.68366383380548
37.16462171981768,0.03716462171981768,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
58.52178284683764,0.058521782846837636,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
30.7677326654022,0.0307677326654022,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
48.96115482455338,0.048961154824553384,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
282.24764347780274,0.28224764347780273,2.0,40.0,0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Medium,33.9943342776204
34.88185280102665,0.03488185280102665,2.0,40.0,0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low,0.0
