u,v,key,accident_count,severity_score,total_casualties,frequency_norm,severity_norm,casualty_norm,risk_score,risk_level,road_length,highway,lanes,maxspeed,oneway
292569173,7465485353,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,96.35131826967091,residential,,,False
292571164,292571165,0,1,1,0,0.0,0.0,0.0,0.0,Low,140.541390862304,secondary,2,,False
298774979,269699408,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,181.78666209747422,residential,2,,False
298774979,269699862,0,1,5,2,0.0,0.01486988847583643,0.009389671361502348,0.7825889662635042,Low,125.94560994015339,residential,,,False
298830791,298774979,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,360.83868919876835,residential,2,,False
303916736,303916859,0,1,3,3,0.0,0.007434944237918215,0.014084507042253521,0.5790879103617991,Low,262.1582013613282,residential,,,False
303975877,459820551,0,1,3,3,0.0,0.007434944237918215,0.014084507042253521,0.5790879103617991,Low,38.18298262149907,residential,,,False
306587086,1088037381,0,1,1,0,0.0,0.0,0.0,0.0,Low,267.7114255856764,tertiary,,,True
306589626,3931954080,0,1,1,0,0.0,0.0,0.0,0.0,Low,135.66698606575312,secondary,2,,False
306617098,266276754,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,121.92150770117105,residential,,,False
308063937,10081235960,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,1696.356320419458,secondary,,,False
308229996,11446070485,0,1,1,0,0.0,0.0,0.0,0.0,Low,95.22321167545519,tertiary,2,,True
308230869,960247494,0,1,5,3,0.0,0.01486988847583643,0.014084507042253521,0.8764856798785278,Low,26.8960958223504,secondary,2,40,False
308231942,426941479,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,140.15538226455504,secondary,,,False
308448870,960247083,0,1,1,0,0.0,0.0,0.0,0.0,Low,81.55533144947498,tertiary,,,False
308448881,959253530,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,186.04990932875393,residential,,,False
308448882,959510088,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,99.7473373393118,secondary,2,,False
308461043,362471357,0,1,1,4,0.0,0.0,0.018779342723004695,0.37558685446009393,Low,164.0392368773857,residential,,,False
308466204,2550219096,0,1,3,2,0.0,0.007434944237918215,0.009389671361502348,0.4851911967467756,Low,115.41899620931784,residential,,,False
308468446,308468528,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,61.16872212504141,residential,,,False
308807686,309595874,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,208.2147516883581,tertiary,,,False
309596299,249075221,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,90.26433375632418,tertiary,,,True
312440405,312426612,0,1,5,3,0.0,0.01486988847583643,0.014084507042253521,0.8764856798785278,Low,119.15580717372234,residential,2,,False
313460477,306618704,0,1,1,0,0.0,0.0,0.0,0.0,Low,74.97054090117153,tertiary,4,,False
331151839,331151836,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,237.10109185971214,tertiary,,,False
333512467,11896576907,0,1,3,3,0.0,0.007434944237918215,0.014084507042253521,0.5790879103617991,Low,130.42852600393746,tertiary,,,False
343601824,6194946707,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,107.0923631534382,residential,,,False
352930062,9903952376,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,716.9438528955988,tertiary,,,True
355840357,7410650516,0,1,1,0,0.0,0.0,0.0,0.0,Low,67.43025688199107,tertiary,,,False
364644500,364644685,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,88.12926956214358,residential,,,False
378714706,10951087533,0,1,1,0,0.0,0.0,0.0,0.0,Low,352.40272307476295,primary,,,False
387554418,387554424,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,57.16475694651817,residential,,,False
391929261,4490108936,0,2,2,3,0.008130081300813009,0.0037174721189591076,0.014084507042253521,0.755592277635955,Low,430.10283803334556,primary,2,50,True
412944373,412944366,0,1,1,4,0.0,0.0,0.018779342723004695,0.37558685446009393,Low,113.8953148234382,residential,,,False
419638216,10750192276,0,1,5,1,0.0,0.01486988847583643,0.004694835680751174,0.6886922526484808,Low,307.57796248842726,residential,,,False
426941437,6904564288,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,148.27943025967573,secondary,,,True
426962404,427593220,0,1,1,0,0.0,0.0,0.0,0.0,Low,92.84438252266138,residential,,,False
427593190,427593191,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,72.10633350251206,residential,,,False
428457171,428457162,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,254.25007953527796,primary,2,,True
429001126,456181470,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,96.31999240715693,tertiary,,20,True
429001244,10121158788,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,71.96271259730108,tertiary,2,,True
429286749,429286745,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,124.94511203443552,residential,,,False
429780762,429780764,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,116.54419242931597,tertiary,2,,False
430043664,12075650278,0,1,3,2,0.0,0.007434944237918215,0.009389671361502348,0.4851911967467756,Low,362.57894041044165,secondary,2,,False
430043741,10848479271,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,230.15472249578445,secondary,,,True
431536109,10094639268,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,358.1983370414652,residential,,30,False
433824950,12740700861,0,2,2,3,0.008130081300813009,0.0037174721189591076,0.014084507042253521,0.755592277635955,Low,710.2869173095183,tertiary,,,False
442107171,442107170,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,203.63781445011193,tertiary,,,False
442437528,442438064,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,159.567932503021,residential,,,False
442437656,442437657,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,43.895496395077885,residential,,,False
442438288,1572978285,0,1,5,5,0.0,0.01486988847583643,0.023474178403755867,1.0642791071085747,Low,53.69825705481789,tertiary,,,False
443262608,6755797922,0,1,1,4,0.0,0.0,0.018779342723004695,0.37558685446009393,Low,457.3826696460829,tertiary,,,False
443655369,443655368,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,61.073042362730135,residential,,,False
446860604,1553419962,0,1,1,4,0.0,0.0,0.018779342723004695,0.37558685446009393,Low,81.75475440952656,tertiary,,,False
448116510,446860596,0,1,1,5,0.0,0.0,0.023474178403755867,0.4694835680751174,Low,266.8145496322858,tertiary,,,False
448306751,448306747,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,134.60013108166254,residential,,,False
454141778,7435569343,0,1,1,0,0.0,0.0,0.0,0.0,Low,144.66104534178035,residential,,,False
456029935,456029936,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,74.48197712113812,residential,,,False
456086229,456086228,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,125.59867219778607,residential,,,False
456156849,12153028221,0,1,5,1,0.0,0.01486988847583643,0.004694835680751174,0.6886922526484808,Low,103.57940600606852,tertiary,2,,True
456181456,429001097,0,2,8,1,0.008130081300813009,0.026022304832713755,0.004694835680751174,1.459992158956094,Low,163.48963071540214,tertiary,,,True
456181620,10026725121,0,1,5,5,0.0,0.01486988847583643,0.023474178403755867,1.0642791071085747,Low,13.418320177290202,residential,,,False
459781826,459781803,0,1,1,4,0.0,0.0,0.018779342723004695,0.37558685446009393,Low,259.7277728473277,tertiary,,,False
459793770,459793820,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,23.861061434646263,residential,,,False
459801176,459801125,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,208.5202703753651,tertiary,,,False
459815975,248455457,0,1,5,4,0.0,0.01486988847583643,0.018779342723004695,0.9703823934935512,Low,354.9964516402959,tertiary,2,30,False
461754752,461754742,0,1,1,0,0.0,0.0,0.0,0.0,Low,31.57747268608333,residential,,,False
461789832,461789835,0,1,1,4,0.0,0.0,0.018779342723004695,0.37558685446009393,Low,123.89991316316187,residential,2,,False
463393075,463393205,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,108.10778364558006,tertiary,,,False
463681063,426941403,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,51.84791706713294,tertiary,,,False
463681269,463681271,0,1,3,4,0.0,0.007434944237918215,0.018779342723004695,0.6729846239768226,Low,100.7090483150497,residential,,,False
472595277,385619738,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,378.4272610315056,tertiary,,,True
483411896,483412014,0,1,1,0,0.0,0.0,0.0,0.0,Low,56.429593153061845,tertiary,,,False
493530832,248766831,0,1,5,2,0.0,0.01486988847583643,0.009389671361502348,0.7825889662635042,Low,305.79429918370806,secondary,2,,True
503065534,305091596,0,1,5,4,0.0,0.01486988847583643,0.018779342723004695,0.9703823934935512,Low,154.9541891820731,residential,,,False
503260639,503260583,0,1,3,3,0.0,0.007434944237918215,0.014084507042253521,0.5790879103617991,Low,123.43065292807741,residential,,,False
503260823,2039941750,0,1,5,2,0.0,0.01486988847583643,0.009389671361502348,0.7825889662635042,Low,147.1145064597925,residential,,,False
503260914,503260912,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,71.27745706451658,residential,,,False
503471249,308230774,0,1,3,2,0.0,0.007434944237918215,0.009389671361502348,0.4851911967467756,Low,152.50681298658066,tertiary,2,,False
520197469,7164393107,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,246.97624655008713,tertiary,,,False
521144213,598947957,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,65.52900002656223,residential,,,False
529277344,529018446,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,166.530835316399,tertiary,,,False
529359433,529359463,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,201.63598889886046,residential,,,False
529359463,529359461,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,40.79330750722558,tertiary,,,False
555674932,11408879537,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,44.01247780268991,residential,,,False
580250771,10028825558,0,1,1,0,0.0,0.0,0.0,0.0,Low,451.9336900936879,residential,,,False
582576111,582576095,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,172.59264674092705,residential,,,False
583463456,1942789828,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,39.050555152644485,residential,,,False
594599815,1384797785,0,1,5,1,0.0,0.01486988847583643,0.004694835680751174,0.6886922526484808,Low,52.4689399665447,residential,,,False
597084152,597084032,0,1,3,4,0.0,0.007434944237918215,0.018779342723004695,0.6729846239768226,Low,114.94644371220842,primary_link,2,,True
599212271,599212251,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,129.84000472767036,residential,,,False
599212655,599212654,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,59.98634709789608,residential,,,False
599226644,599226647,0,1,1,0,0.0,0.0,0.0,0.0,Low,246.75386873065767,residential,,,False
616610402,7453315454,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,762.6615113982639,tertiary,,,False
618253127,11893410411,0,1,1,0,0.0,0.0,0.0,0.0,Low,439.41143803914383,secondary,2,,True
619175171,619176856,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,109.21799971738423,secondary,2,,True
631546901,631546932,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,92.83839544475067,residential,,,False
631576920,631576941,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,151.74796252557604,residential,,,False
652353468,7384902384,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,53.932014486802316,residential,,,False
665794086,3874448340,0,1,5,4,0.0,0.01486988847583643,0.018779342723004695,0.9703823934935512,Low,46.81783911603114,tertiary,,,False
674076781,5661087699,0,1,1,4,0.0,0.0,0.018779342723004695,0.37558685446009393,Low,63.370917754729135,secondary,2,,False
678585712,7456293912,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,392.6350258254787,residential,,,False
678585732,1469644102,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,173.77331034030064,residential,,,False
683067804,683067566,0,1,1,0,0.0,0.0,0.0,0.0,Low,183.52371956110906,residential,,,False
683067831,683067934,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,143.46321104920216,residential,,,False
683067997,12436675838,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,129.53202193098022,residential,,,False
699704342,1835530503,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,817.2846391626423,trunk,2,60,True
699722357,2250391934,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,930.5509344150673,primary,3,80,True
736207341,1212302832,0,1,3,4,0.0,0.007434944237918215,0.018779342723004695,0.6729846239768226,Low,79.28654626377221,residential,,,False
736207377,736207313,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,84.80595667776211,residential,,,False
736207469,736207281,0,1,3,2,0.0,0.007434944237918215,0.009389671361502348,0.4851911967467756,Low,193.55936494895136,residential,,,False
736207530,13373931597,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,49.69131188287061,primary,2,,True
737857061,737857272,0,1,3,3,0.0,0.007434944237918215,0.014084507042253521,0.5790879103617991,Low,141.14280293703746,residential,,,False
747667394,7298937444,0,20,42,37,0.15447154471544716,0.1524163568773234,0.17370892018779344,15.749694467466691,Low,99.76840278510379,residential,,,False
766836088,12189381643,0,1,5,4,0.0,0.01486988847583643,0.018779342723004695,0.9703823934935512,Low,69.97809637081787,residential,,,False
766836659,766836612,0,1,5,2,0.0,0.01486988847583643,0.009389671361502348,0.7825889662635042,Low,121.5491261559868,residential,,,False
955696066,9937603726,0,1,1,0,0.0,0.0,0.0,0.0,Low,377.8368118476869,primary,2,,True
960246958,960247130,0,1,1,0,0.0,0.0,0.0,0.0,Low,202.78223510471182,residential,,,False
993020500,1727298843,0,1,5,5,0.0,0.01486988847583643,0.023474178403755867,1.0642791071085747,Low,276.3980833509826,tertiary,,,False
1003719464,1003725908,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,197.09081864975042,primary,2,,True
1010036519,5692639491,0,1,3,3,0.0,0.007434944237918215,0.014084507042253521,0.5790879103617991,Low,734.7473540696728,primary,2,,True
1037170545,1037174674,0,1,1,0,0.0,0.0,0.0,0.0,Low,47.00132508213861,residential,,,False
1104250537,10284858598,0,1,1,5,0.0,0.0,0.023474178403755867,0.4694835680751174,Low,345.5201185721174,primary,2,,True
1118407824,2419063907,0,1,3,4,0.0,0.007434944237918215,0.018779342723004695,0.6729846239768226,Low,734.5748580641673,tertiary,,,False
1118407824,7383827814,0,1,1,0,0.0,0.0,0.0,0.0,Low,149.5119656650605,residential,,,False
1118408090,7358192561,0,1,5,4,0.0,0.01486988847583643,0.018779342723004695,0.9703823934935512,Low,163.728091473353,tertiary,,,False
1141995265,10079434837,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,319.3416601752927,secondary,,,False
1252231267,3683418902,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,83.92858582209324,residential,,,False
1273685326,1273685338,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,87.1337933682433,tertiary,2,,False
1289949428,1289949458,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,262.68636501345924,residential,,,False
1305577009,1748486107,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,255.37646981515454,tertiary,2,25,False
1317118609,1500590866,0,1,3,3,0.0,0.007434944237918215,0.014084507042253521,0.5790879103617991,Low,149.31826971233727,residential,,,False
1328155432,12107761071,0,1,3,4,0.0,0.007434944237918215,0.018779342723004695,0.6729846239768226,Low,227.59045026243908,tertiary,,25,True
1339732539,1339732314,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,175.64871016274202,residential,,,False
1344698628,1911102922,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,51.6161260512307,residential,,,False
1347490084,7290391057,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,256.9974018223202,residential,,,False
1366802616,11370592015,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,113.60071346499493,residential,2,20,False
1368117382,1103012303,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,831.6360155739694,residential,,,False
1371947813,1371947536,0,1,5,4,0.0,0.01486988847583643,0.018779342723004695,0.9703823934935512,Low,137.8003605917989,residential,,,False
1376905667,1376905672,0,1,5,1,0.0,0.01486988847583643,0.004694835680751174,0.6886922526484808,Low,102.41125688441346,residential,,,False
1377687513,13304505627,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,198.45844600277678,residential,,,False
1383118854,1383118621,0,1,5,3,0.0,0.01486988847583643,0.014084507042253521,0.8764856798785278,Low,42.10170133500585,residential,,40,False
1384798022,1384798094,0,1,1,0,0.0,0.0,0.0,0.0,Low,44.91682923753806,residential,,,False
1386328980,1386329031,0,1,3,2,0.0,0.007434944237918215,0.009389671361502348,0.4851911967467756,Low,97.91540240921218,residential,,,False
1386329030,3289430509,0,1,3,3,0.0,0.007434944237918215,0.014084507042253521,0.5790879103617991,Low,182.4276261668107,tertiary,,,False
1386329194,1386329196,0,1,5,3,0.0,0.01486988847583643,0.014084507042253521,0.8764856798785278,Low,147.0552278911988,tertiary,,,False
1387622147,4824685916,0,1,3,2,0.0,0.007434944237918215,0.009389671361502348,0.4851911967467756,Low,419.21539513835205,tertiary,,40,True
1388143561,1388143136,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,151.2792311678006,residential,,,False
1388143661,1851132489,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,38.9582447683064,secondary,,,False
1414410909,7175175825,0,45,101,72,0.35772357723577236,0.37174721189591076,0.3380281690140845,35.93939494554902,Medium,35.07934473634059,residential,,,False
1419382138,3149456103,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,126.39716345474321,residential,,,False
1420113201,1420113208,0,1,3,2,0.0,0.007434944237918215,0.009389671361502348,0.4851911967467756,Low,75.74549134877121,living_street,,,False
1435578872,1435578885,0,1,5,2,0.0,0.01486988847583643,0.009389671361502348,0.7825889662635042,Low,132.21581139366566,tertiary,,,True
1436132709,1837722602,0,1,5,5,0.0,0.01486988847583643,0.023474178403755867,1.0642791071085747,Low,111.31355821953726,tertiary,,50,False
1438379105,1438379182,0,1,5,2,0.0,0.01486988847583643,0.009389671361502348,0.7825889662635042,Low,112.81364254987594,residential,,,False
1440182057,10041340686,0,1,1,5,0.0,0.0,0.023474178403755867,0.4694835680751174,Low,67.16285972778715,residential,,,False
1442364672,1442364342,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,203.49902785733096,residential,,,False
1448640369,1448640368,0,1,3,4,0.0,0.007434944237918215,0.018779342723004695,0.6729846239768226,Low,44.60541331465012,residential,,,False
1464768744,1529223290,0,1,3,4,0.0,0.007434944237918215,0.018779342723004695,0.6729846239768226,Low,149.45466553976672,residential,,,False
1466580394,1466580391,0,1,1,5,0.0,0.0,0.023474178403755867,0.4694835680751174,Low,116.40664372732421,residential,,,False
1466669154,7465377011,0,1,5,3,0.0,0.01486988847583643,0.014084507042253521,0.8764856798785278,Low,36.07622357045196,tertiary,,,True
1470833614,253448524,0,1,3,4,0.0,0.007434944237918215,0.018779342723004695,0.6729846239768226,Low,148.43606633424426,tertiary,2,,False
1473223931,1473223930,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,24.94105963452243,residential,,,False
1473276793,1473276506,0,1,3,5,0.0,0.007434944237918215,0.023474178403755867,0.766881337591846,Low,123.64566218147135,residential,,,False
1473871954,1473871926,0,1,1,5,0.0,0.0,0.023474178403755867,0.4694835680751174,Low,33.12582843877059,residential,,,False
1485686869,10062966618,0,1,5,2,0.0,0.01486988847583643,0.009389671361502348,0.7825889662635042,Low,957.8069920355867,tertiary,2,,False
1485692883,9611955609,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,267.6166524189374,tertiary,,,False
1485714957,13238383942,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,24.9950505547807,residential,,,False
1486984186,7484505205,0,1,5,5,0.0,0.01486988847583643,0.023474178403755867,1.0642791071085747,Low,183.87415379533235,residential,,,False
1492519184,248459829,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,216.99340995816294,tertiary,2,25,True
1512512233,1512512244,0,1,1,0,0.0,0.0,0.0,0.0,Low,84.96797893774006,residential,,,False
1517891997,1517891982,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,32.59754585567306,residential,,,False
1521343648,620136264,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,95.12818865236152,residential,,,False
1521347840,1521347802,0,1,1,0,0.0,0.0,0.0,0.0,Low,91.41403841437324,residential,,,False
1524719781,1524720238,0,1,1,0,0.0,0.0,0.0,0.0,Low,156.15184822163977,residential,,,False
1524719787,446860588,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,99.19675197922491,tertiary,2,,False
1529423230,1529423070,0,1,5,4,0.0,0.01486988847583643,0.018779342723004695,0.9703823934935512,Low,30.91394828456396,residential,,,False
1532648899,1532648931,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,87.00058547762715,residential,,,False
1532648947,1532648823,0,1,5,3,0.0,0.01486988847583643,0.014084507042253521,0.8764856798785278,Low,30.393808489170123,residential,,,False
1532827593,3525307780,0,1,1,4,0.0,0.0,0.018779342723004695,0.37558685446009393,Low,153.24705297409895,residential,,,False
1537837544,1537837550,0,1,1,0,0.0,0.0,0.0,0.0,Low,163.76860796732186,residential,,,False
1548807119,10063849796,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,45.670455425716455,residential,,,False
1551518396,1551518400,0,1,3,3,0.0,0.007434944237918215,0.014084507042253521,0.5790879103617991,Low,103.64520697235459,residential,,,False
1551616171,1438409686,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,49.540057287685954,residential,,,False
1552286448,1552286444,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,184.78145112431747,residential,,,False
1559013091,483412681,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,103.96331782338378,tertiary,,,False
1559233431,9187790194,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,91.23163603050878,residential,,,False
1560168993,687332600,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,281.4807233434183,primary_link,,,True
1561816151,1561804539,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,88.36655729375263,residential,,,False
1562366625,1562366343,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,34.45833340603917,residential,,,False
1562830359,1562830375,0,1,1,1,0.0,0.0,0.004694835680751174,0.09389671361502348,Low,155.7846743055879,residential,,,False
1563683641,1563683764,0,1,3,1,0.0,0.007434944237918215,0.004694835680751174,0.3912944831317521,Low,35.566245393448916,residential,,,False
1564615243,4151992467,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,71.03712543815725,residential,,,False
1564616161,1564615063,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,195.7399233041813,residential,,,False
1568938189,1568938192,0,1,5,5,0.0,0.01486988847583643,0.023474178403755867,1.0642791071085747,Low,83.62171168088767,residential,,,False
1568944694,1568944692,0,1,1,0,0.0,0.0,0.0,0.0,Low,129.06392429592862,residential,,,False
1569081486,766836612,0,1,5,5,0.0,0.01486988847583643,0.023474178403755867,1.0642791071085747,Low,79.02141055560706,residential,,,False
1570902836,1570907490,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,216.08701296657347,residential,,,False
1570937222,7410134722,0,1,1,3,0.0,0.0,0.014084507042253521,0.28169014084507044,Low,180.97379700744585,residential,,,False
1575576729,1575576667,0,1,1,2,0.0,0.0,0.009389671361502348,0.18779342723004697,Low,110.28390479305934,residential,,,False
1593071548,1593071312,0,1,3,0,0.0,0.007434944237918215,0.0,0.29739776951672864,Low,336.9919441007937,residential,,,False
