u,v,key,accident_count,severity_score,total_casualties,frequency_norm,severity_norm,casualty_norm,risk_score,risk_level,road_length,highway,lanes,maxspeed,oneway,frequency_rank,severity_rank,casualty_rank
412944373,412944366,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,113.8953148234382,residential,,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
419638216,10750192276,0,1,5,1,0.0,0.0148698884758364,0.0046948356807511,57.80925401322001,High,307.57796248842726,residential,,,False,0.43248347497639283,0.8371104815864022,0.35127478753541075
426941437,6904564288,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,148.2794302596757,secondary,,,True,0.43248347497639283,0.6270066100094429,0.35127478753541075
426962404,427593220,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,92.84438252266138,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
427593190,427593191,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,72.10633350251206,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
428457171,428457162,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,254.250079535278,primary,2.0,,True,0.43248347497639283,0.6270066100094429,0.11520302171860246
429001126,456181470,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,96.31999240715692,tertiary,,20.0,True,0.43248347497639283,0.6270066100094429,0.35127478753541075
429001244,10121158788,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,71.96271259730108,tertiary,2.0,,True,0.43248347497639283,0.24173748819641172,0.5594900849858357
429286749,429286745,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,124.94511203443552,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
429780762,429780764,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,116.54419242931596,tertiary,2.0,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
430043664,12075650278,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,362.5789404104417,secondary,2.0,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
430043741,10848479271,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,230.15472249578443,secondary,,,True,0.43248347497639283,0.6270066100094429,0.35127478753541075
431536109,10094639268,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,358.1983370414652,residential,,30.0,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
433824950,12740700861,0,2,2,3,0.008130081300813,0.0037174721189591,0.0140845070422535,69.41454202077432,High,710.2869173095183,tertiary,,,False,0.8899905571293674,0.49055712936732765,0.7096317280453258
442107171,442107170,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,203.63781445011196,tertiary,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
442437528,442438064,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,159.567932503021,residential,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
442437656,442437657,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,43.895496395077885,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
442438288,1572978285,0,1,5,5,0.0,0.0148698884758364,0.0234741784037558,68.60245514636449,High,53.69825705481789,tertiary,,,False,0.43248347497639283,0.8371104815864022,0.8909348441926346
443262608,6755797922,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,457.3826696460829,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
443655369,443655368,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,61.073042362730135,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
446860604,1553419962,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,81.75475440952656,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
448116510,446860596,0,1,1,5,0.0,0.0,0.0234741784037558,44.787535410764875,Medium,266.8145496322858,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.8909348441926346
448306751,448306747,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,134.60013108166254,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
454141778,7435569343,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,144.66104534178035,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
456029935,456029936,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,74.48197712113812,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
456086229,456086228,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,125.59867219778609,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
456156849,12153028221,0,1,5,1,0.0,0.0148698884758364,0.0046948356807511,57.80925401322001,High,103.57940600606852,tertiary,2.0,,True,0.43248347497639283,0.8371104815864022,0.35127478753541075
456181456,429001097,0,2,8,1,0.008130081300813,0.0260223048327137,0.0046948356807511,79.8300283286119,Critical,163.48963071540214,tertiary,,,True,0.8899905571293674,0.9301227573182247,0.35127478753541075
456181620,10026725121,0,1,5,5,0.0,0.0148698884758364,0.0234741784037558,68.60245514636449,High,13.418320177290202,residential,,,False,0.43248347497639283,0.8371104815864022,0.8909348441926346
459781826,459781803,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,259.7277728473277,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
459793770,459793820,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,23.861061434646263,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
459801176,459801125,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,208.5202703753651,tertiary,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
459815975,248455457,0,1,5,4,0.0,0.0148698884758364,0.0187793427230046,67.12936732766761,High,354.9964516402959,tertiary,2.0,30.0,False,0.43248347497639283,0.8371104815864022,0.8172804532577904
461754752,461754742,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,31.57747268608333,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
461789832,461789835,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,123.89991316316188,residential,2.0,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
463393075,463393205,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,108.10778364558006,tertiary,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
463681063,426941403,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,51.84791706713294,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
463681269,463681271,0,1,3,4,0.0,0.0074349442379182,0.0187793427230046,58.72521246458924,High,100.7090483150497,residential,,,False,0.43248347497639283,0.6270066100094429,0.8172804532577904
472595277,385619738,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,378.4272610315056,tertiary,,,True,0.43248347497639283,0.24173748819641172,0.7096317280453258
483411896,483412014,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,56.429593153061845,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
493530832,248766831,0,1,5,2,0.0,0.0148698884758364,0.0093896713615023,61.97355996222852,High,305.79429918370806,secondary,2.0,,True,0.43248347497639283,0.8371104815864022,0.5594900849858357
503065534,305091596,0,1,5,4,0.0,0.0148698884758364,0.0187793427230046,67.12936732766761,High,154.9541891820731,residential,,,False,0.43248347497639283,0.8371104815864022,0.8172804532577904
503260639,503260583,0,1,3,3,0.0,0.0074349442379182,0.0140845070422535,56.57223796033995,High,123.4306529280774,residential,,,False,0.43248347497639283,0.6270066100094429,0.7096317280453258
503260823,2039941750,0,1,5,2,0.0,0.0148698884758364,0.0093896713615023,61.97355996222852,High,147.1145064597925,residential,,,False,0.43248347497639283,0.8371104815864022,0.5594900849858357
503260914,503260912,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,71.27745706451658,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
503471249,308230774,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,152.50681298658066,tertiary,2.0,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
520197469,7164393107,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,246.97624655008715,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
521144213,598947957,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,65.52900002656223,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
529277344,529018446,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,166.530835316399,tertiary,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
529359433,529359463,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,201.6359888988605,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
529359463,529359461,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,40.79330750722558,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
555674932,11408879537,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,44.01247780268991,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
580250771,10028825558,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,451.9336900936879,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
582576111,582576095,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,172.59264674092705,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
583463456,1942789828,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,39.050555152644485,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
594599815,1384797785,0,1,5,1,0.0,0.0148698884758364,0.0046948356807511,57.80925401322001,High,52.4689399665447,residential,,,False,0.43248347497639283,0.8371104815864022,0.35127478753541075
597084152,597084032,0,1,3,4,0.0,0.0074349442379182,0.0187793427230046,58.72521246458924,High,114.94644371220842,primary_link,2.0,,True,0.43248347497639283,0.6270066100094429,0.8172804532577904
599212271,599212251,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,129.84000472767036,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
599212655,599212654,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,59.98634709789608,residential,,,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
599226644,599226647,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,246.75386873065767,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
616610402,7453315454,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,762.6615113982639,tertiary,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
618253127,11893410411,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,439.41143803914383,secondary,2.0,,True,0.43248347497639283,0.24173748819641172,0.11520302171860246
619175171,619176856,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,109.21799971738425,secondary,2.0,,True,0.43248347497639283,0.6270066100094429,0.11520302171860246
631546901,631546932,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,92.83839544475067,residential,,,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
631576920,631576941,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,151.74796252557604,residential,,,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
652353468,7384902384,0,1,1,3,0.0,0.0,0.0140845070422535,41.1614730878187,Medium,53.93201448680232,residential,,,False,0.43248347497639283,0.24173748819641172,0.7096317280453258
665794086,3874448340,0,1,5,4,0.0,0.0148698884758364,0.0187793427230046,67.12936732766761,High,46.81783911603114,tertiary,,,False,0.43248347497639283,0.8371104815864022,0.8172804532577904
674076781,5661087699,0,1,1,4,0.0,0.0,0.0187793427230046,43.31444759206799,Medium,63.370917754729135,secondary,2.0,,False,0.43248347497639283,0.24173748819641172,0.8172804532577904
678585712,7456293912,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,392.6350258254787,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
678585732,1469644102,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,173.77331034030064,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
683067804,683067566,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,183.52371956110903,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
683067831,683067934,0,1,1,1,0.0,0.0,0.0046948356807511,33.994334277620396,Medium,143.46321104920216,residential,,,False,0.43248347497639283,0.24173748819641172,0.35127478753541075
683067997,12436675838,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,129.53202193098022,residential,,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
699704342,1835530503,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,817.2846391626423,trunk,2.0,60.0,True,0.43248347497639283,0.24173748819641172,0.5594900849858357
699722357,2250391934,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,930.5509344150672,primary,3.0,80.0,True,0.43248347497639283,0.6270066100094429,0.11520302171860246
736207341,1212302832,0,1,3,4,0.0,0.0074349442379182,0.0187793427230046,58.72521246458924,High,79.28654626377221,residential,,,False,0.43248347497639283,0.6270066100094429,0.8172804532577904
736207377,736207313,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,84.80595667776211,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
736207469,736207281,0,1,3,2,0.0,0.0074349442379182,0.0093896713615023,53.569405099150146,High,193.55936494895136,residential,,,False,0.43248347497639283,0.6270066100094429,0.5594900849858357
736207530,13373931597,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,49.69131188287061,primary,2.0,,True,0.43248347497639283,0.6270066100094429,0.11520302171860246
737857061,737857272,0,1,3,3,0.0,0.0074349442379182,0.0140845070422535,56.57223796033995,High,141.14280293703746,residential,,,False,0.43248347497639283,0.6270066100094429,0.7096317280453258
747667394,7298937444,0,20,42,37,0.1544715447154471,0.1524163568773234,0.1737089201877934,98.19641170915958,Critical,99.7684027851038,residential,,,False,0.9830028328611898,0.9806421152030217,0.9825306893295562
766836088,12189381643,0,1,5,4,0.0,0.0148698884758364,0.0187793427230046,67.12936732766761,High,69.97809637081787,residential,,,False,0.43248347497639283,0.8371104815864022,0.8172804532577904
766836659,766836612,0,1,5,2,0.0,0.0148698884758364,0.0093896713615023,61.97355996222852,High,121.5491261559868,residential,,,False,0.43248347497639283,0.8371104815864022,0.5594900849858357
955696066,9937603726,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,377.8368118476869,primary,2.0,,True,0.43248347497639283,0.24173748819641172,0.11520302171860246
960246958,960247130,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,202.78223510471184,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
993020500,1727298843,0,1,5,5,0.0,0.0148698884758364,0.0234741784037558,68.60245514636449,High,276.3980833509826,tertiary,,,False,0.43248347497639283,0.8371104815864022,0.8909348441926346
1003719464,1003725908,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,197.0908186497504,primary,2.0,,True,0.43248347497639283,0.6270066100094429,0.11520302171860246
1010036519,5692639491,0,1,3,3,0.0,0.0074349442379182,0.0140845070422535,56.57223796033995,High,734.7473540696728,primary,2.0,,True,0.43248347497639283,0.6270066100094429,0.7096317280453258
1037170545,1037174674,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,47.00132508213861,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
1104250537,10284858598,0,1,1,5,0.0,0.0,0.0234741784037558,44.787535410764875,Medium,345.5201185721174,primary,2.0,,True,0.43248347497639283,0.24173748819641172,0.8909348441926346
1118407824,2419063907,0,1,3,4,0.0,0.0074349442379182,0.0187793427230046,58.72521246458924,High,734.5748580641673,tertiary,,,False,0.43248347497639283,0.6270066100094429,0.8172804532577904
1118407824,7383827814,0,1,1,0,0.0,0.0,0.0,29.272898961284234,Medium,149.5119656650605,residential,,,False,0.43248347497639283,0.24173748819641172,0.11520302171860246
1118408090,7358192561,0,1,5,4,0.0,0.0148698884758364,0.0187793427230046,67.12936732766761,High,163.728091473353,tertiary,,,False,0.43248347497639283,0.8371104815864022,0.8172804532577904
1141995265,10079434837,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,319.3416601752927,secondary,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
1252231267,3683418902,0,1,3,1,0.0,0.0074349442379182,0.0046948356807511,49.405099150141645,Medium,83.92858582209324,residential,,,False,0.43248347497639283,0.6270066100094429,0.35127478753541075
1273685326,1273685338,0,1,3,0,0.0,0.0074349442379182,0.0,44.68366383380548,Medium,87.1337933682433,tertiary,2.0,,False,0.43248347497639283,0.6270066100094429,0.11520302171860246
1289949428,1289949458,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,262.68636501345924,residential,,,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
1305577009,1748486107,0,1,1,2,0.0,0.0,0.0093896713615023,38.1586402266289,Medium,255.3764698151545,tertiary,2.0,25.0,False,0.43248347497639283,0.24173748819641172,0.5594900849858357
1317118609,1500590866,0,1,3,3,0.0,0.0074349442379182,0.0140845070422535,56.57223796033995,High,149.31826971233727,residential,,,False,0.43248347497639283,0.6270066100094429,0.7096317280453258
1328155432,12107761071,0,1,3,4,0.0,0.0074349442379182,0.0187793427230046,58.72521246458924,High,227.59045026243908,tertiary,,25.0,True,0.43248347497639283,0.6270066100094429,0.8172804532577904
