u,v,key,accident_count,severity_score,total_casualties,risk_score,risk_level,road_length,highway,lanes,maxspeed,oneway
2248663691,9612008955,0,2,4,4,82.46458923512749,Critical,1205.418277406312,tertiary,nan,nan,False
3158788585,3158788155,0,0,0,0,0.0,Low,23.753305700972284,living_street,nan,nan,False
3868675929,3868675751,0,1,5,5,68.60245514636449,High,41.41949089476824,tertiary,nan,nan,False
7484505290,7484505467,0,0,0,0,0.0,Low,18.37050687890389,residential,nan,50,False
1522786212,1522843016,0,0,0,0,0.0,Low,19.559380871214223,residential,nan,nan,False
7414090464,6182627993,0,0,0,0,0.0,Low,10.350369809997634,tertiary,nan,nan,False
1593071548,1593071312,0,1,3,0,44.68366383380548,Medium,336.9919441007937,residential,nan,nan,False
1563683641,1563683764,0,1,3,1,49.405099150141645,Medium,35.56624539344892,residential,nan,nan,False
3874476266,11414435391,0,1,3,0,44.68366383380548,Medium,157.8927363768875,residential,nan,nan,False
599212655,599212654,0,1,3,1,49.405099150141645,Medium,59.98634709789608,residential,nan,nan,False
7272676786,10991293560,0,0,0,0,0.0,Low,78.42547014065829,residential,nan,nan,False
4950714653,10982345438,0,0,0,0,0.0,Low,48.75190541999966,residential,nan,nan,False
1523171060,1523171001,0,0,0,0,0.0,Low,68.03811549252781,residential,nan,nan,False
2220792358,1383042716,0,1,1,1,33.9943342776204,Medium,69.84567741071024,residential,nan,nan,False
7218644884,11395649433,0,1,3,2,53.56940509915015,High,114.12711290140564,residential,nan,nan,False
7175614341,7175614342,0,0,0,0,0.0,Low,67.08284685362432,residential,nan,nan,False
6056942840,7308880623,0,2,4,7,84.81586402266291,Critical,647.5312513924127,secondary,2.0,nan,False
2244731844,9605784279,0,1,3,0,44.68366383380548,Medium,67.58840451159017,residential,nan,nan,False
1486984186,7484505205,0,1,5,5,68.60245514636449,High,183.87415379533235,residential,nan,nan,False
7466389449,7466389448,0,0,0,0,0.0,Low,51.430016587860436,residential,nan,nan,False
2250289913,1336687562,0,0,0,0,0.0,Low,46.45653972428802,secondary,nan,nan,True
4527984245,10091708985,0,1,5,5,68.60245514636449,High,169.75498989614547,residential,nan,nan,False
10079132792,10079132791,0,0,0,0,0.0,Low,38.088571611207115,residential,nan,nan,False
7434990649,7434990719,0,1,5,5,68.60245514636449,High,46.68879684134972,residential,nan,nan,False
619177257,619175169,0,0,0,0,0.0,Low,39.63356615594056,residential,nan,nan,False
5330659866,6410933521,0,1,1,1,33.9943342776204,Medium,146.13518283743122,residential,nan,nan,False
4950225483,4950225482,0,0,0,0,0.0,Low,39.62216858623295,residential,nan,nan,False
1522655786,1522655664,0,0,0,0,0.0,Low,23.15316145593265,residential,nan,nan,False
494244972,945903501,0,0,0,0,0.0,Low,63.583818221867965,residential,nan,nan,False
5825728711,5825728714,0,1,1,2,38.1586402266289,Medium,42.78689757290459,living_street,nan,nan,False
2421937910,2421937823,0,0,0,0,0.0,Low,42.753302403786606,residential,nan,nan,False
4950292853,4950292854,0,0,0,0,0.0,Low,40.372397787192774,residential,nan,nan,False
4161879525,4161879526,0,0,0,0,0.0,Low,23.779844871800435,residential,nan,nan,False
1615766946,1615767016,0,1,1,3,41.1614730878187,Medium,324.03224993122626,tertiary,nan,nan,False
2450331367,2450331352,0,1,1,0,29.272898961284238,Medium,191.508656777922,residential,nan,nan,False
7378174440,7378174444,0,0,0,0,0.0,Low,68.658688921917,residential,nan,nan,False
1562108682,10038613983,0,0,0,0,0.0,Low,101.21645010779127,residential,nan,nan,False
7463750604,7463750613,0,2,10,6,91.58640226628896,Critical,106.88827405531951,residential,nan,nan,False
582567031,10094964524,0,0,0,0,0.0,Low,33.42760950210307,secondary,nan,nan,False
1572978279,13277385928,0,0,0,0,0.0,Low,76.40214866750266,residential,nan,nan,False
7148495601,10039209842,0,1,1,0,29.272898961284238,Medium,33.13138284135626,residential,nan,nan,False
1371814246,1371814331,0,0,0,0,0.0,Low,38.347279762167915,residential,nan,nan,False
4950262754,4950262755,0,0,0,0,0.0,Low,48.29333635832385,residential,nan,nan,False
503260811,7424812751,0,0,0,0,0.0,Low,28.44506753079551,residential,nan,nan,False
7372049142,7372049141,0,1,3,0,44.68366383380548,Medium,35.94108150216034,residential,nan,nan,False
5395545376,6528482683,0,1,3,3,56.57223796033995,High,38.4065490390083,residential,nan,nan,False
431536109,10094639268,0,1,3,1,49.405099150141645,Medium,358.1983370414652,residential,nan,30.0,False
2268569846,2268569760,0,0,0,0,0.0,Low,221.0302199169633,residential,nan,nan,False
683067831,683067934,0,1,1,1,33.9943342776204,Medium,143.46321104920216,residential,nan,nan,False
521144213,598947957,0,1,3,0,44.68366383380548,Medium,65.52900002656223,residential,nan,nan,False
11155831174,247984863,0,1,1,3,41.1614730878187,Medium,32.92615361227942,tertiary,2.0,nan,False
1562830359,1562830375,0,1,1,1,33.9943342776204,Medium,155.7846743055879,residential,nan,nan,False
1573479278,1573479509,0,0,0,0,0.0,Low,29.79350733658582,residential,nan,nan,False
12836344981,7200776029,0,0,0,0,0.0,Low,23.95726200808718,residential,nan,nan,False
3538106723,7432283509,0,0,0,0,0.0,Low,91.58283820989111,residential,nan,nan,False
11235520041,11235520042,0,11,33,18,96.74220963172806,Critical,23.487194603536743,residential,nan,nan,False
11431558280,11431570036,0,1,3,2,53.56940509915015,High,32.50210360823091,residential,nan,nan,False
2227583856,249775471,0,0,0,0,0.0,Low,40.34664308878564,secondary,nan,nan,False
10041876845,1531037295,0,0,0,0,0.0,Low,26.659927621698667,residential,nan,nan,False
4958076554,4950655283,0,3,5,2,81.65250236071766,Critical,126.97846509114684,residential,nan,nan,False
4044517559,4044517811,0,40,76,65,99.43342776203968,Critical,244.7079337763882,residential,nan,nan,False
7456061738,7456061744,0,1,3,2,53.56940509915015,High,82.9797706546538,residential,nan,nan,False
1417341033,11668129129,0,0,0,0,0.0,Low,27.101728126519248,tertiary,nan,nan,False
9184294951,10170918928,0,1,5,1,57.80925401322001,High,78.93848581782835,residential,nan,nan,False
1529423230,1529423070,0,1,5,4,67.12936732766761,High,30.91394828456396,residential,nan,nan,False
7290798756,7290798753,0,1,1,3,41.1614730878187,Medium,63.53498139444618,residential,nan,nan,False
1473871954,1473871926,0,1,1,5,44.78753541076488,Medium,33.12582843877059,residential,nan,nan,False
4591991813,4591991814,0,1,1,0,29.272898961284238,Medium,234.80473260771072,residential,nan,nan,False
2225134272,5958974793,0,1,3,0,44.68366383380548,Medium,308.913228510602,residential,nan,nan,False
4948249092,4948249090,0,0,0,0,0.0,Low,37.16462171981768,residential,nan,nan,False
10089395704,2421937512,0,0,0,0,0.0,Low,58.52178284683764,residential,nan,nan,False
1557136906,1556002813,0,0,0,0,0.0,Low,30.7677326654022,tertiary,nan,nan,False
2421938373,2421938388,0,0,0,0,0.0,Low,48.96115482455338,residential,nan,nan,False
4590824591,410860076,0,1,1,1,33.9943342776204,Medium,282.24764347780274,residential,nan,nan,False
2224503442,2224503440,0,0,0,0,0.0,Low,34.88185280102665,residential,nan,nan,False
1520838616,1520839018,0,0,0,0,0.0,Low,86.53960631621104,residential,nan,nan,False
599226663,599226657,0,0,0,0,0.0,Low,181.4191847119707,residential,nan,nan,False
3149567591,1328581949,0,1,1,0,29.272898961284238,Medium,152.43313150808012,residential,2.0,nan,False
4948650894,11419666780,0,3,7,8,92.73843248347498,Critical,19.981812399454093,residential,nan,nan,False
7463750592,7463750628,0,1,1,0,29.272898961284238,Medium,144.8665643885643,residential,nan,nan,False
2245002552,2245022047,0,1,1,4,43.31444759206799,Medium,121.83459162509207,tertiary,nan,nan,False
9696585737,12211429450,0,1,1,2,38.1586402266289,Medium,543.5615667958717,residential,nan,nan,False
598947971,598947970,0,0,0,0,0.0,Low,75.27400035923944,trunk,2,60,True
10060063612,10060063611,0,1,3,5,60.19830028328612,High,23.178929343702425,residential,nan,nan,False
442437656,442437657,0,1,1,2,38.1586402266289,Medium,43.895496395077885,residential,nan,nan,False
1564615243,4151992467,0,1,1,2,38.1586402266289,Medium,71.03712543815725,residential,nan,nan,False
2330414375,2330414371,0,0,0,0,0.0,Low,20.163022936112654,residential,nan,nan,False
1592129524,4948148867,0,0,0,0,0.0,Low,40.42554252455129,residential,2,nan,False
5330659841,1572997598,0,1,1,0,29.272898961284238,Medium,53.89650412985515,tertiary,nan,nan,False
5035439490,5035439483,0,0,0,0,0.0,Low,108.50343015741086,residential,nan,nan,False
3034669851,3034669854,0,0,0,0,0.0,Low,34.89393430815827,residential,nan,nan,False
2523956764,2523956770,0,1,1,0,29.272898961284238,Medium,110.71577461918795,residential,nan,nan,False
520197469,7164393107,0,1,1,3,41.1614730878187,Medium,246.97624655008715,tertiary,nan,nan,False
10094934190,12560654631,0,1,1,1,33.9943342776204,Medium,53.30451170251995,residential,nan,nan,False
1646559732,1646559858,0,1,1,1,33.9943342776204,Medium,53.76459983443692,residential,nan,nan,False
7266088381,7266091288,0,0,0,0,0.0,Low,32.140814987691165,residential,nan,nan,False
493493613,11178643864,0,0,0,0,0.0,Low,60.970627246715885,secondary,2,nan,True
10168749160,3787447443,0,0,0,0,0.0,Low,54.560684147777884,residential,nan,nan,False
1607547479,2268121235,0,0,0,0,0.0,Low,31.882070640051,residential,nan,nan,False
1070314221,309594299,0,0,0,0,0.0,Low,202.7912224178646,trunk_link,nan,40,True
609009867,609009154,0,0,0,0,0.0,Low,38.549193850449754,secondary,2,nan,False
11436858464,11436858463,0,1,1,1,33.9943342776204,Medium,64.35491650387343,residential,nan,nan,False
6180385237,11038574241,0,1,5,4,67.12936732766761,High,300.57455257579875,residential,nan,nan,False
6144032622,442438276,0,1,1,2,38.1586402266289,Medium,342.3806290794011,residential,nan,nan,False
1377861121,1377861078,0,0,0,0,0.0,Low,25.848388776750298,residential,nan,nan,False
3751669631,3751669632,0,1,1,3,41.1614730878187,Medium,102.71263734106702,residential,nan,nan,False
9184318036,2463929882,0,0,0,0,0.0,Low,5.966750304654713,residential,nan,nan,False
529006113,529006121,0,0,0,0,0.0,Low,94.52132869390637,residential,nan,nan,False
2228165561,2228165568,0,1,3,0,44.68366383380548,Medium,41.57478351129038,residential,nan,nan,False
11878415552,6275105557,0,1,3,0,44.68366383380548,Medium,147.98857034789512,primary,2.0,nan,True
4952632667,2460393312,0,1,1,2,38.1586402266289,Medium,104.38826020838788,residential,1.0,nan,False
2450331347,2450331383,0,0,0,0,0.0,Low,142.68348458035828,residential,nan,nan,False
4722177956,4716441949,0,0,0,0,0.0,Low,38.83076589669638,residential,nan,nan,False
7441214416,247964668,0,0,0,0,0.0,Low,41.9943593085451,secondary,2,nan,True
3505695783,14166358377,0,1,1,5,44.78753541076488,Medium,13.292486242082331,residential,nan,nan,False
2246494446,2246494447,0,1,1,1,33.9943342776204,Medium,32.17543029416534,primary,2.0,nan,False
3423321117,3423321118,0,2,4,5,83.93767705382437,Critical,31.36626149689728,residential,nan,nan,False
1473237917,3149269672,0,0,0,0,0.0,Low,65.81001305081419,residential,nan,nan,False
10064058021,6194562558,0,1,1,1,33.9943342776204,Medium,265.08499347027873,residential,nan,nan,False
11431559323,11431558280,0,12,18,14,96.01510859301229,Critical,29.86148450856446,residential,nan,nan,False
2247888118,2247888134,0,0,0,0,0.0,Low,79.45129312645464,residential,nan,nan,False
2090790508,2090790505,0,1,1,0,29.272898961284238,Medium,100.40649595642714,residential,nan,nan,False
1702639455,1702639457,0,1,1,3,41.1614730878187,Medium,47.80327835566318,residential,nan,nan,False
1467501547,4485016132,0,0,0,0,0.0,Low,61.80635357530211,residential,nan,nan,False
14091369953,14091369965,0,1,5,1,57.80925401322001,High,128.3770602478433,residential,nan,nan,False
11385460447,11385460446,0,1,3,1,49.405099150141645,Medium,38.428354718086894,residential,nan,nan,False
2247837833,2247837837,0,0,0,0,0.0,Low,43.25469515791803,residential,nan,nan,False
11886201284,11886201281,0,1,1,2,38.1586402266289,Medium,365.6911116040612,tertiary,nan,nan,True
3528034343,11434710893,0,1,5,1,57.80925401322001,High,131.04252737105193,tertiary,nan,nan,False
11419933649,11419933650,0,1,1,0,29.272898961284238,Medium,79.56780201057272,residential,nan,nan,False
10021135957,10021135956,0,1,3,2,53.56940509915015,High,59.09642226772071,living_street,nan,nan,False
7435095012,7435095011,0,1,1,1,33.9943342776204,Medium,61.89135197374511,residential,nan,nan,False
10171153662,2829453028,0,1,1,1,33.9943342776204,Medium,432.41425496728647,tertiary,nan,40.0,False
11434440441,7298384808,0,10,24,11,95.9395656279509,Critical,573.7231250274036,residential,nan,nan,False
10207093148,10207093147,0,0,0,0,0.0,Low,32.69150638037658,residential,nan,nan,False
6403451401,7398254781,0,1,3,1,49.405099150141645,Medium,273.21304124884074,residential,nan,nan,False
5354313601,308460950,0,0,0,0,0.0,Low,191.60145776138668,residential,nan,nan,False
2244731089,2244731020,0,1,1,0,29.272898961284238,Medium,312.68342570198024,residential,nan,nan,False
6532037186,6532037185,0,0,0,0,0.0,Low,175.37653211979602,residential,nan,nan,False
1526635243,1526635255,0,0,0,0,0.0,Low,50.95747165699011,residential,nan,nan,False
7208384011,10181936005,0,32,70,56,99.12181303116148,Critical,517.9974624651395,residential,nan,nan,False
619175171,619176856,0,1,3,0,44.68366383380548,Medium,109.21799971738425,secondary,2.0,nan,True
2463083157,2463083155,0,0,0,0,0.0,Low,57.583291663271844,residential,nan,nan,False
1600083182,1600082793,0,1,1,1,33.9943342776204,Medium,83.30072132432699,residential,nan,nan,False
7478209034,7478209036,0,0,0,0,0.0,Low,16.81438973225335,residential,nan,nan,False
7461560135,7461560134,0,0,0,0,0.0,Low,35.23145020533678,residential,nan,nan,False
1851132841,1851132845,0,0,0,0,0.0,Low,34.13889050189365,residential,nan,nan,False
12114065423,12114065413,0,1,1,0,29.272898961284238,Medium,34.45979031880031,residential,nan,nan,False
9192439376,1526635341,0,1,1,4,43.31444759206799,Medium,100.8801292143591,residential,nan,nan,False
7218644880,7218644883,0,1,1,0,29.272898961284238,Medium,220.71270364927503,residential,nan,nan,False
5588649590,2396948276,0,1,1,0,29.272898961284238,Medium,245.04902757170413,primary,2.0,nan,True
7478128228,7478128226,0,0,0,0,0.0,Low,41.48358274063691,residential,nan,nan,False
7357555440,10593568065,0,1,3,4,58.72521246458924,High,14.036363241679124,residential,nan,nan,False
1852438608,11402360983,0,0,0,0,0.0,Low,8.531894087163451,tertiary,nan,nan,False
11434328348,11434328347,0,3,3,3,76.25118035882909,Critical,98.633318804908,residential,nan,nan,False
2248079983,2248080002,0,0,0,0,0.0,Low,183.39040084025683,residential,nan,nan,False
10091493723,11389358988,0,0,0,0,0.0,Low,65.03466572122286,tertiary,nan,nan,False
3530570658,1078399210,0,1,1,2,38.1586402266289,Medium,64.85829946047521,residential,nan,nan,False
674076781,5661087699,0,1,1,4,43.31444759206799,Medium,63.370917754729135,secondary,2.0,nan,False
5329081999,10035971701,0,0,0,0,0.0,Low,20.715098487712503,residential,nan,nan,False
9187690316,10060201437,0,0,0,0,0.0,Low,12.725045540326215,residential,nan,nan,False
7435129449,7265832989,0,0,0,0,0.0,Low,6.710496870930934,tertiary,nan,nan,False
13785287069,3758521555,0,6,18,10,94.92917847025495,Critical,82.18726106532905,secondary,nan,nan,True
6521888710,6521888700,0,0,0,0,0.0,Low,11.143029000310241,residential,nan,nan,False
2244641330,2244641307,0,0,0,0,0.0,Low,109.59402131018477,residential,nan,nan,False
766836659,766836612,0,1,5,2,61.97355996222852,High,121.5491261559868,residential,nan,nan,False
2227153668,2227153665,0,0,0,0,0.0,Low,39.015174013779834,residential,nan,nan,False
9605728811,12114567040,0,1,5,5,68.60245514636449,High,137.28141405608025,residential,nan,nan,False
12211564059,6888027941,0,1,1,1,33.9943342776204,Medium,100.5177255492711,residential,nan,nan,False
6194313706,6194313697,0,1,3,1,49.405099150141645,Medium,171.6386510454259,residential,nan,nan,False
7436726542,10216330010,0,1,3,0,44.68366383380548,Medium,107.25074284972294,residential,nan,nan,False
10026487868,10026487869,0,0,0,0,0.0,Low,67.19326756361211,residential,nan,nan,False
5277513026,11021659551,0,0,0,0,0.0,Low,43.97542737974725,residential,nan,nan,False
11012060278,4824686426,0,1,1,3,41.1614730878187,Medium,19.77842807810841,unclassified,nan,nan,False
597084152,597084032,0,1,3,4,58.72521246458924,High,114.94644371220842,primary_link,2.0,nan,True
2787014195,2787014198,0,0,0,0,0.0,Low,143.36265632437642,residential,nan,nan,False
7207990935,7371051271,0,0,0,0,0.0,Low,31.420531374770633,residential,nan,nan,False
9612093071,2246812083,0,1,5,3,64.97639282341832,High,59.76388848907923,residential,nan,nan,False
7090776373,7090777397,0,116,270,208,99.9244570349386,Critical,215.7889173491085,residential,nan,nan,False
1615691351,1615692091,0,1,1,4,43.31444759206799,Medium,34.021845618624084,residential,nan,nan,False
459793709,2228090619,0,0,0,0,0.0,Low,35.63455144263135,residential,nan,nan,False
1791639678,4506369228,0,0,0,0,0.0,Low,79.84394454324871,tertiary,nan,nan,True
430043664,12075650278,0,1,3,2,53.56940509915015,High,362.5789404104417,secondary,2.0,nan,False
10091636808,1734983829,0,0,0,0,0.0,Low,53.58262442496902,residential,nan,nan,False
11235520055,11235520056,0,2,4,3,80.3116147308782,Critical,57.50091623931828,residential,nan,nan,False
10091869172,11135425045,0,0,0,0,0.0,Low,26.967984176766663,residential,nan,nan,False
2146206446,2146206445,0,1,1,2,38.1586402266289,Medium,53.61577366091485,residential,nan,nan,False
10079198531,11143274007,0,1,3,2,53.56940509915015,High,69.1772277843771,residential,nan,nan,False
10093869330,10093869331,0,0,0,0,0.0,Low,39.59901678712474,residential,nan,nan,False
12186005568,2387385680,0,1,1,3,41.1614730878187,Medium,741.3676021300988,primary,2.0,nan,True
2246587798,3868550662,0,1,1,1,33.9943342776204,Medium,268.35993255639323,residential,nan,nan,False
10110599549,10110599550,0,0,0,0,0.0,Low,30.972233842929217,residential,nan,nan,False
10053214464,2221301389,0,0,0,0,0.0,Low,21.909126656020224,residential,nan,nan,False
7405366004,7404868008,0,0,0,0,0.0,Low,23.310923826623377,residential,nan,nan,False
1522655828,10026381471,0,0,0,0,0.0,Low,105.19447899651642,residential,nan,nan,False
4950154708,4950154704,0,0,0,0,0.0,Low,206.72081650532428,residential,nan,nan,False
3149467921,2358271483,0,0,0,0,0.0,Low,85.50398166664681,residential,nan,nan,False
4692323155,4692323151,0,0,0,0,0.0,Low,152.76056491367459,primary,nan,nan,True
1681763293,9751329211,0,1,3,3,56.57223796033995,High,34.2352728535975,tertiary,nan,nan,False
1600083101,10114077006,0,0,0,0,0.0,Low,35.667964881032276,residential,nan,nan,False
2224594149,2224637067,0,0,0,0,0.0,Low,26.65294884630979,tertiary,nan,nan,False
7265565025,7265565024,0,1,1,3,41.1614730878187,Medium,86.84725805622823,residential,nan,nan,False
6562194967,2749514806,0,1,1,0,29.272898961284238,Medium,100.07777557779563,residential,nan,nan,False
1562108753,1562108773,0,0,0,0,0.0,Low,25.06594138987753,residential,nan,nan,False
1523171187,11021352459,0,0,0,0,0.0,Low,49.580600840915785,residential,nan,nan,False
2228006131,249144295,0,1,1,0,29.272898961284238,Medium,31.480162327677235,residential,nan,nan,False
678585712,7456293912,0,1,3,0,44.68366383380548,Medium,392.6350258254787,residential,nan,nan,False
1557410398,1557413339,0,0,0,0,0.0,Low,146.56431948010635,residential,nan,nan,False
298774979,269699862,0,1,5,2,61.97355996222852,High,125.9456099401534,residential,nan,nan,False
2268121158,2268121213,0,1,3,1,49.405099150141645,Medium,58.12885421673082,residential,nan,nan,False
10208770221,10208770223,0,1,1,4,43.31444759206799,Medium,112.75634053279433,tertiary,nan,nan,False
12781999514,6131973902,0,1,3,3,56.57223796033995,High,88.02771787841348,secondary,2.0,nan,True
2247888199,2247888201,0,0,0,0,0.0,Low,102.69003722246377,residential,nan,nan,False
6144400670,5330536435,0,1,3,1,49.405099150141645,Medium,259.6166112462804,residential,nan,nan,False
6617328981,1633904686,0,1,3,1,49.405099150141645,Medium,97.68069954186304,tertiary,nan,nan,False
7259994478,1208611208,0,14,36,14,97.24268177525968,Critical,7.958272863789317,tertiary,2.0,nan,False
364644500,364644685,0,1,1,1,33.9943342776204,Medium,88.12926956214358,residential,nan,nan,False
1436132709,1837722602,0,1,5,5,68.60245514636449,High,111.31355821953726,tertiary,nan,50.0,False
4948430546,10309549355,0,0,0,0,0.0,Low,10.748934559210628,residential,2,nan,False
4458722522,4458722721,0,1,3,0,44.68366383380548,Medium,157.06566616304963,residential,nan,nan,False
7479298148,7479779547,0,1,5,1,57.80925401322001,High,165.9711392629771,tertiary,nan,nan,False
2244849802,2244849808,0,0,0,0,0.0,Low,68.20958922844652,residential,nan,nan,False
4397411428,4397411430,0,1,1,0,29.272898961284238,Medium,49.62795478881888,residential,nan,20.0,False
7410686874,3149399969,0,0,0,0,0.0,Low,5.041024908610694,residential,nan,nan,False
11825306156,11825306157,0,0,0,0,0.0,Low,66.94955046117178,residential,nan,nan,False
2247888081,2247888090,0,0,0,0,0.0,Low,118.89315234647647,residential,nan,nan,False
1517474349,1517474189,0,0,0,0,0.0,Low,37.16698397514328,residential,nan,nan,False
10041460009,10026545969,0,0,0,0,0.0,Low,33.820612258479514,residential,nan,nan,False
4537102289,680004423,0,0,0,0,0.0,Low,50.02040791389567,unclassified,nan,nan,False
7485097448,1586948390,0,1,3,0,44.68366383380548,Medium,181.98835022481367,residential,nan,nan,False
7290668520,7290668521,0,0,0,0,0.0,Low,58.345922292509464,residential,nan,nan,False
1438144817,12509538036,0,0,0,0,0.0,Low,92.57265243373675,living_street,nan,nan,False
1720796272,841805564,0,3,3,10,81.04815864022663,Critical,6884.930632425227,motorway,3.0,120.0,True
2450331357,2450331338,0,1,5,4,67.12936732766761,High,49.23728706005117,residential,nan,nan,False
2450331372,2450331337,0,1,5,1,57.80925401322001,High,129.0912711642147,residential,nan,nan,False
1523171064,11865372126,0,0,0,0,0.0,Low,15.054789291255569,residential,nan,nan,False
7265858746,7265858743,0,0,0,0,0.0,Low,45.026578913740906,residential,nan,nan,False
1597724718,14084879186,0,0,0,0,0.0,Low,135.19340762009597,residential,nan,nan,False
7485669309,11409293804,0,0,0,0,0.0,Low,19.404427819994133,residential,nan,nan,False
10148760737,10148760742,0,18,48,32,98.08309726156752,Critical,67.27042269790127,residential,nan,nan,False
1473995360,1473995344,0,0,0,0,0.0,Low,131.47144860114474,residential,nan,nan,False
2244849438,2244849375,0,1,3,0,44.68366383380548,Medium,64.57300172542494,residential,nan,nan,False
10020593104,10020593103,0,1,1,3,41.1614730878187,Medium,32.3949700038591,residential,nan,nan,False
3055522087,3055522088,0,0,0,0,0.0,Low,89.19745580277082,residential,nan,nan,False
12193963945,1681763469,0,0,0,0,0.0,Low,158.94366213767697,residential,nan,nan,False
1588303423,1808871385,0,0,0,0,0.0,Low,103.39983032182234,tertiary,nan,nan,True
11030024306,13928795673,0,1,5,1,57.80925401322001,High,48.0625407926316,residential,nan,nan,False
1883683005,11878415552,0,1,1,1,33.9943342776204,Medium,469.663032295892,primary,2.0,nan,True
3038893022,3038893021,0,0,0,0,0.0,Low,37.77784722309126,residential,nan,nan,False
443224554,10153719251,0,0,0,0,0.0,Low,17.976613058198467,residential,nan,nan,False
10053692338,459782081,0,0,0,0,0.0,Low,20.784665119016832,residential,nan,nan,False
582567161,582567171,0,0,0,0,0.0,Low,75.57752796667182,residential,nan,nan,False
2048245857,253449679,0,0,0,0,0.0,Low,99.68829933391245,residential,nan,nan,False
303916736,303916859,0,1,3,3,56.57223796033995,High,262.1582013613282,residential,nan,nan,False
4316622831,4316622830,0,0,0,0,0.0,Low,29.79161867157527,residential,nan,nan,False
456086229,456086228,0,1,1,2,38.1586402266289,Medium,125.59867219778609,residential,nan,nan,False
11932127247,11932127242,0,1,1,3,41.1614730878187,Medium,40.01211031434632,residential,nan,nan,False
308230869,960247494,0,1,5,3,64.97639282341832,High,26.8960958223504,secondary,2.0,40.0,False
6193938373,4950818999,0,0,0,0,0.0,Low,110.80275733926683,residential,nan,nan,False
4872113206,447033414,0,0,0,0,0.0,Low,12.391404853415592,tertiary,nan,nan,False
3367402842,3367402840,0,1,1,4,43.31444759206799,Medium,38.28822510711081,residential,nan,nan,False
